stock_id,estimate_id,maintenance_id,type_id,package_id,price_maintenance
41333,0,36236,6,200,1800
100794,0,17,2,200,499
38645,0,34503,6,78,0
46209,7357208,37746,6,200,1250
27545,0,33496,6,200,850
35529,0,34747,6,76,0
30716,0,33864,6,76,0
40777,5532160,36843,6,200,850
22894,0,32309,6,200,1799
26087,3057456,38850,6,200,1200
17627,0,32035,6,200,1200
24567,4232163,37847,6,200,1350
39842,0,32924,6,200,1200
44999,7195911,38903,1,200,1699
48179,7739305,38361,1,200,2199
22845,0,33603,6,71,0
39395,0,36336,6,71,0
45116,0,35292,6,200,1250
16868,0,31352,3,82,0
40705,0,35560,1,200,2149
39099,0,36272,1,200,2299
21485,0,33357,6,96,0
24802,3266401,36968,6,96,0
100093,0,36129,2,200,429
16027,0,31096,3,82,0
21441,2833532,36479,6,200,850
24122,0,32943,6,200,750
32911,0,33165,6,78,0
31785,0,34946,6,78,0
29652,0,34370,6,98,0
27408,0,32810,6,76,0
41688,0,36109,6,71,0
32016,0,35177,6,78,0
17611,0,31007,4,82,0
32238,8761283,37903,6,200,750
38981,0,34463,6,76,0
37871,8397576,38504,6,71,0
21392,0,32230,6,200,850
25812,0,32922,6,81,0
24438,0,32854,6,200,1350
35531,0,36086,6,71,0
15599,0,31731,6,200,1250
27100,0,33473,6,76,0
28841,0,33762,6,98,0
14958,0,31123,4,82,0
18936,0,32239,6,96,0
21545,2139651,37251,6,200,850
21698,0,32398,6,200,1350
40613,5397623,36450,6,200,1350
21042,0,34869,6,200,1250
40532,8396938,38395,6,81,0
31345,0,34774,6,71,0
40110,0,34937,6,78,0
21623,0,32550,6,200,1250
35757,0,34612,6,200,1350
40044,0,34362,6,200,1100
37562,0,36266,6,78,0
38812,5328979,38828,6,78,0
103645,8965156,36801,6,200,850
21981,2379658,37286,1,200,1699
16936,0,31940,1,200,2299
18889,0,31804,1,200,2199
16320,0,31570,6,78,0
17003,0,31433,6,82,0
23052,3107272,38492,6,200,1600
108723,9810829,38270,6,78,0
25003,0,32562,6,200,1100
43921,0,35370,6,81,0
23394,0,33559,6,76,0
39533,0,35635,6,76,0
27459,0,32990,6,200,1250
27452,0,34130,6,71,0
17297,0,31338,6,82,0
23408,0,33879,6,98,0
39981,6302194,36616,6,200,2299
40225,0,36120,6,71,0
28605,0,32352,6,71,0
25879,0,33352,6,98,0
30589,0,34850,6,200,750
31220,5478211,36703,6,78,0
13044,0,34933,6,200,1250
24115,0,33438,6,200,1200
102545,7668168,37197,6,200,1350
30522,6816798,37537,6,98,0
30688,0,34052,6,200,850
100832,0,35261,2,200,499
15436,0,31037,3,82,0
17112,0,31868,1,200,2299
48383,8497840,37910,6,200,900
33050,0,34328,6,98,0
105935,0,35597,6,200,1350
36350,5152564,36426,6,98,0
38911,0,33153,6,200,850
31941,5619706,36750,6,200,1350
28099,0,33156,6,200,1350
22132,0,32620,1,200,2299
35594,7882472,38899,1,200,2199
4425,0,32268,1,200,2299
2979,0,31575,1,200,650
100653,8332687,38651,2,200,660
102057,8162534,38770,2,200,550
43107,8451480,36633,1,200,2199
23532,0,36164,6,98,0
100174,7008180,38331,2,200,549.99
106405,9990168,36766,6,71,0
19842,0,35690,6,200,1200
19531,0,31431,3,82,0
37471,0,35220,6,78,0
23264,2533075,38742,6,71,0
16381,0,31982,6,200,1200
24008,7507601,37644,6,200,2299
34725,0,34313,6,71,0
38342,10868963,38228,6,200,1250
29582,6098156,36459,6,200,650
28684,0,34972,6,78,0
44013,6326603,36629,6,200,750
23269,0,33081,6,200,750
40615,0,35139,6,98,0
16402,0,36279,6,78,0
37196,0,33632,6,200,850
17687,0,34357,1,200,2199
15944,0,31032,3,82,0
2842,0,32585,1,200,1699
38769,0,33627,6,71,0
28911,0,33754,6,200,1700
31113,0,35737,6,76,0
31095,0,35526,6,81,0
30132,0,32347,6,200,1350
106138,0,16,4,200,499
37539,6530125,38202,6,200,850
16950,0,31419,6,82,0
37872,0,35598,6,200,650
29120,5820258,37409,1,200,1799
32019,0,35423,6,78,0
29737,9739886,36792,6,71,0
18973,0,35035,1,200,2398
32689,0,35400,6,98,0
46963,7339876,38469,6,200,650
23226,0,33027,6,200,750
24650,0,32240,6,200,750
32185,6018851,37950,6,78,0
46278,6812311,37455,6,71,0
28659,4846337,38622,6,78,0
47945,8341305,37639,6,81,0
27925,0,36234,6,200,2199
21229,0,32579,6,78,0
101079,7889965,38380,2,200,549.99
42096,7338617,38004,1,200,2199
42138,6329535,37794,6,76,0
29876,0,34382,1,200,2299
28026,0,33229,6,98,0
29086,0,32284,6,98,0
20412,0,31603,6,200,1250
28089,0,34906,6,78,0
47804,7643782,38118,6,200,650
14781,0,31442,6,82,0
34318,0,35645,6,76,0
39143,5211165,38632,6,96,0
31576,0,34234,6,76,0
15038,0,31637,1,200,2299
39879,0,35032,6,200,1700
36289,0,35264,6,200,750
22442,0,32410,6,200,750
42376,5882091,36720,6,98,0
100387,7461157,37833,2,200,549.99
100768,7757678,37122,2,200,499
18081,0,32083,1,200,2199
14923,848612,36927,1,200,1599
106728,9810775,38452,6,200,1250
18163,0,31882,1,200,2299
26897,0,32515,6,78,0
44126,7374380,37023,6,96,0
21874,0,32039,6,200,750
101025,7379682,38102,2,200,549.99
32957,5905983,36623,6,96,0
27408,3291455,38149,6,76,0
16725,0,31240,3,82,0
26139,0,32296,6,76,0
27252,0,33488,6,71,0
22302,0,32160,6,200,1000
31502,6993759,37943,1,200,2299
33391,0,32409,6,200,850
23635,0,34883,6,200,1200
43613,0,35402,6,200,650
108535,10136113,37049,6,71,0
26830,0,33373,1,200,2899
18049,0,32433,1,200,2299
22655,4091091,36697,6,200,1350
41406,6451386,37864,6,200,850
33662,0,34404,6,78,0
101621,7800774,37121,6,81,0
21441,0,32766,6,200,1350
104488,0,22960,2,200,599
15351,0,31839,6,200,650
41504,0,35227,6,81,0
23755,3123613,38260,6,81,0
22996,0,32882,6,200,1350
28654,0,34377,6,200,1949
37330,0,36074,1,200,1699
39271,0,35368,6,71,0
23523,0,32848,6,78,0
29545,0,34265,6,98,0
27123,0,32203,6,200,1200
23807,0,32835,6,98,0
32414,0,35039,6,76,0
39666,7798983,37965,6,81,0
32388,7102035,36861,6,76,0
20364,0,32178,1,200,949
32935,0,33685,6,71,0
32689,0,32744,6,200,1700
15143,0,31660,1,200,2199
15395,0,31146,1,82,0
37717,7155044,37419,6,71,0
15966,0,31909,1,200,2299
38755,0,35364,6,98,0
21349,0,33763,6,200,650
30044,0,35357,6,96,0
40157,0,35612,6,200,1700
24465,0,33641,1,200,2799
21966,0,32036,6,200,1100
19071,0,31770,1,200,2299
21109,0,31986,6,78,0
30182,0,34260,6,200,1700
105800,0,38489,6,200,750
20200,0,31874,1,200,2299
47386,7381238,38652,6,76,0
39375,0,35365,6,200,1200
44696,6780635,36866,6,200,850
27973,7289202,37323,6,78,0
4308,0,34285,6,76,0
19552,0,31604,6,78,0
4003,0,33368,1,200,1699
15917,0,32472,1,200,2198
2804,0,35816,1,76,0
24460,0,33617,6,78,0
33397,7099937,37062,6,78,0
13174,0,31024,3,82,0
32565,0,35832,6,200,1350
14769,0,32979,1,200,1599
47827,8027433,37993,6,200,1200
23164,0,34495,6,78,0
27859,0,35751,6,200,750
20753,2222033,36630,1,200,2149
28086,0,33788,6,200,650
19641,0,33173,6,76,0
37630,5567786,37158,6,76,0
14922,838893,36460,1,200,2199
42069,0,35077,1,200,2199
35609,0,35040,6,78,0
44982,7134321,36588,1,200,2149
22537,0,33822,6,200,650
23591,0,32920,6,78,0
38657,0,35652,6,200,750
28097,0,35057,1,200,949
38804,7457563,37532,6,200,1200
20607,0,33309,6,200,750
28411,0,34758,1,200,2299
27306,0,35231,1,200,2299
16631,0,31760,6,78,0
23997,0,32828,6,78,0
26767,0,35058,6,76,0
18188,0,34839,6,200,599
23948,6464563,36505,6,76,0
40447,6236922,36378,6,78,0
39451,0,34013,6,76,0
42039,0,35201,6,71,0
25612,0,35170,6,200,750
40209,0,35724,6,76,0
27032,0,32574,6,200,1200
22155,3172862,38420,6,200,1250
16698,0,32046,1,200,650
22113,0,32717,6,200,1250
40976,6947215,36865,1,200,949
16393,0,36029,1,200,1000
22210,0,33969,6,78,0
19948,0,32028,6,200,1799
34790,0,36204,6,200,850
29529,0,34644,6,98,0
18849,0,35274,1,76,0
18304,0,31794,6,78,0
31336,4177628,38181,6,200,2299
27393,0,34316,6,76,0
30996,0,35668,6,200,1200
26312,0,36254,6,78,0
29678,0,35746,6,71,0
24480,0,34019,6,78,0
112151,10754742,37686,6,98,0
20566,0,32436,1,200,1599
23402,0,32718,6,78,0
30594,6546826,37561,1,200,2299
13766,982940,36744,1,200,2199
41828,6924311,36686,6,78,0
25411,0,33487,6,78,0
28498,0,33955,6,98,0
34204,0,34368,6,200,1600
21204,0,32503,6,78,0
43357,0,36118,6,78,0
29248,7411631,37262,6,76,0
44328,6736328,36700,6,200,1250
30388,0,32448,6,81,0
26600,3172009,38268,6,76,0
24788,0,33917,6,76,0
106166,9862656,38461,6,96,0
44043,10100505,38596,6,200,1000
17757,0,31152,1,82,0
28789,0,35621,6,78,0
28574,0,34624,6,76,0
28174,0,33385,6,76,0
4579,0,31449,6,82,0
38021,0,36251,6,78,0
26207,0,33029,6,200,850
33819,0,35590,6,200,1350
46138,7422361,36673,6,76,0
28906,0,32525,6,200,2199
16004,0,33995,6,200,1350
30508,0,34267,6,200,1350
18895,1567097,36471,1,200,2199
43796,7109649,37481,6,71,0
23853,0,33444,6,200,650
45579,0,35442,6,200,1100
22471,0,32186,6,71,0
104177,9650739,38168,6,200,1250
27744,0,32277,6,96,0
29324,0,33359,1,200,1000
25439,0,33066,6,200,1250
22825,0,34616,6,76,0
45154,6768629,36641,1,200,2199
19113,0,35935,6,200,1600
110335,10461162,37825,6,200,1250
26861,0,32244,6,78,0
37939,7589342,37284,6,200,1000
25775,0,34513,6,76,0
47172,8342250,37142,6,200,1000
31746,4164000,38454,6,200,1350
13680,0,32060,1,200,2299
38832,0,35856,6,81,0
29018,0,32237,6,200,1350
23323,2683093,36613,6,200,850
4157,0,32251,1,200,2199
29213,0,33154,6,76,0
19264,0,32038,1,200,2748
21511,0,33067,6,76,0
44381,6895308,36863,6,200,1350
22879,0,32791,6,76,0
25744,2922621,38044,6,200,1200
15553,0,31990,1,200,1599
16368,7058010,37130,6,71,0
41907,6342700,38854,1,200,2149
25334,0,36209,6,78,0
40826,7848704,38104,6,78,0
22674,0,33693,6,200,850
44174,6393333,37853,6,76,0
44206,7099510,38431,1,200,2149
40240,0,34490,1,200,1599
30566,4017626,37217,6,200,650
31707,4300517,36776,6,76,0
4521,0,31705,6,200,2748
37439,6102945,36394,6,71,0
114830,11973178,38383,6,98,0
18965,0,36349,1,200,1699
26838,0,34718,1,200,2798
24058,0,32270,6,78,0
18129,0,33258,6,71,0
25676,0,33059,6,200,1600
28026,6069704,37449,6,98,0
16147,0,31761,6,76,0
24186,0,34346,6,78,0
20929,0,33815,1,200,2149
34200,6951838,37648,6,200,850
31356,6917498,37408,6,76,0
30424,0,32900,6,200,650
26310,3813740,38851,6,200,750
21002,0,34665,6,200,750
37895,0,35513,6,78,0
28012,3611499,38775,6,200,1800
32057,0,36325,6,98,0
28998,0,35946,6,78,0
34083,5669375,38656,6,76,0
35067,5176909,37054,6,98,0
31767,0,34577,6,200,1000
14886,3235975,36431,6,200,1350
111979,10752503,38604,1,200,1799
100470,7581718,37828,2,200,549.99
15825,0,31771,1,200,2149
13714,0,31103,3,82,0
39210,0,35379,6,200,1100
30058,0,36384,1,200,1699
31088,0,34760,6,200,1249
16951,0,31371,6,82,0
44616,6813356,37238,6,200,1100
20276,0,32977,6,200,650
30115,6218651,37783,6,71,0
21178,3091429,36674,6,200,1000
30071,7605793,37960,1,200,1799
31565,0,33909,6,96,0
23295,3101841,38644,6,200,1350
30884,0,34908,6,200,750
38259,0,35457,6,78,0
38533,0,35596,6,200,850
42897,6883431,38392,6,200,750
42468,0,36315,6,78,0
23995,0,33530,6,200,1200
34743,6280341,37137,6,71,0
25754,0,33036,6,200,650
37917,5281667,36662,6,78,0
45444,0,35180,6,200,1949
31873,5053784,38088,6,200,1250
28872,0,35536,6,200,1000
30760,0,34242,6,78,0
46875,8317732,37250,6,76,0
26324,0,33092,6,200,900
30557,0,36528,6,200,1350
37077,0,33621,6,200,1350
23153,3170883,38589,6,200,1350
33778,4232801,36655,6,200,1350
27158,0,33540,6,200,1000
29927,7532570,38387,1,200,1599
46312,7659498,38717,6,200,1350
16050,0,31065,3,82,0
20224,0,31331,3,82,0
23900,0,32889,6,71,0
17780,0,31039,1,82,0
43518,6947028,36485,6,78,0
46556,0,34428,6,78,0
100490,0,35615,2,200,499
20859,1919482,36910,1,200,2149
44918,9389096,38533,6,76,0
23524,3270548,36462,6,78,0
30581,0,34043,6,98,0
33119,0,34425,6,200,1250
47615,0,35165,6,200,1350
28489,0,35730,6,71,0
23195,0,32144,1,200,2149
27008,0,34604,6,200,850
26851,0,34153,6,200,850
39350,0,34691,6,78,0
26694,0,32389,6,71,0
101460,7601420,38095,6,200,750
37669,0,35209,6,200,1250
44429,0,35869,6,200,750
27609,0,35837,6,200,850
101635,8781314,37945,6,71,0
31992,0,34194,6,200,1200
25521,0,34843,6,71,0
46296,6830682,36496,6,200,1250
30468,4205217,36668,6,200,2199
22907,0,36290,6,71,0
24059,0,33511,6,76,0
3957,0,35941,1,200,650
18407,0,32939,6,78,0
22450,0,32793,6,200,750
30697,0,34613,6,200,599
47882,7328369,38028,1,200,1699
100381,7850397,38301,2,200,549.99
18738,0,35926,6,76,0
20288,0,33108,6,200,1699
21702,0,32941,6,76,0
30587,0,33095,6,200,850
2617,0,30989,1,82,0
40734,7200623,37347,6,76,0
42712,6413229,36760,6,71,0
19155,0,31960,1,200,650
17553,0,33467,6,71,0
31596,0,34724,6,200,650
38023,0,36339,1,200,2299
100313,0,10533,2,200,499
31070,5105928,37127,1,200,2199
21725,0,34030,6,200,1250
23460,0,32213,6,78,0
19983,0,33139,6,200,900
3924,0,33599,1,200,2199
31847,0,33945,6,78,0
24432,0,33118,6,200,1200
18401,0,35359,6,200,1700
23205,0,32084,6,200,1100
106225,9763017,38310,6,200,1250
37357,0,36393,6,98,0
24369,0,35218,6,76,0
19896,0,33198,1,200,2199
100899,8613084,38823,2,200,470
47169,7639012,38194,6,78,0
22980,0,32888,6,71,0
27509,0,34301,6,76,0
44625,7609020,36912,6,78,0
102540,7591319,38830,6,98,0
40867,0,33534,6,200,1250
46724,0,35688,6,76,0
4088,0,31654,1,200,2149
26547,0,34460,6,200,1000
28749,0,36365,6,76,0
16197,0,31361,6,82,0
24185,0,32956,6,200,2199
18495,0,31532,3,82,0
37008,0,34732,6,200,1000
32240,0,32830,6,76,0
32130,0,36119,6,200,900
37102,0,34867,1,200,1799
13341,0,31465,1,82,0
34727,5516511,37485,1,200,2199
27865,0,22963,3,200,11
105686,8933831,38916,6,96,0
19530,3284871,36900,1,200,2199
106369,10065906,38836,6,200,1250
23001,2872188,37061,6,71,0
39610,0,36082,6,200,1200
46792,7019551,36982,6,71,0
105271,9885750,38241,6,200,1350
102649,7683946,38797,1,200,2999
35572,0,34320,6,200,1100
20415,0,32059,1,200,2149
100568,6807244,38292,2,200,659.99
17712,0,32443,6,78,0
31432,0,34173,6,200,750
42615,5952801,37591,6,200,1200
18733,0,31715,1,200,1699
35783,0,36058,1,200,2199
16151,0,31000,3,82,0
25250,0,33019,6,71,0
39673,0,35246,6,200,1200
103079,7710564,36752,6,78,0
23417,0,33158,6,78,0
35154,0,34567,6,78,0
24358,3022968,36695,6,200,1200
43030,0,36281,6,200,1700
36628,0,34622,6,81,0
13585,0,31926,6,76,0
23153,0,33052,6,200,1350
14454,0,31225,3,82,0
44591,7070522,37249,6,76,0
21363,0,31718,6,200,2099
31797,0,33088,6,76,0
38630,0,32821,6,71,0
13734,0,31669,1,200,1699
34401,0,35217,6,200,750
47876,7542362,37321,6,81,0
36443,0,36001,1,200,1599
41025,0,35431,6,78,0
27024,0,34626,6,200,1100
26591,0,33699,6,78,0
34367,0,32188,6,76,0
24464,0,34129,6,200,1000
41064,9855881,38777,6,200,1200
47499,7777959,38293,6,200,1700
22507,0,31867,3,200,2299
19578,0,34885,1,200,1599
16951,0,31160,3,82,0
30337,0,35404,6,71,0
45723,6898085,37929,1,200,1699
30751,0,34068,6,78,0
21930,0,31958,6,76,0
29759,3741873,38451,6,200,750
22064,2254200,38623,6,200,1799
33681,0,35008,6,78,0
37081,0,34572,6,200,1200
22785,0,32295,6,71,0
21858,2331789,37971,6,200,1200
24239,0,32904,6,98,0
26801,0,33220,6,200,750
23619,0,33904,6,76,0
31973,0,33643,6,76,0
19787,0,34989,6,200,1350
20256,0,31568,3,200,1350
2645,0,33120,6,200,850
32292,0,36114,6,81,0
28964,0,34768,6,76,0
20988,0,35436,6,200,1250
47031,7754227,37518,6,200,1350
28437,0,33940,6,200,1250
15251,0,31441,6,82,0
16069,0,31445,6,82,0
3834,0,32739,1,200,1799
36469,9936651,38195,1,200,2999
37157,0,34002,6,78,0
14977,0,31413,6,82,0
23864,0,33842,6,200,1000
39799,0,35208,6,76,0
18760,0,31542,6,82,0
33483,0,34412,6,76,0
31004,0,36145,1,200,949
30690,0,35854,6,96,0
14287,0,31714,1,200,1599
47210,7337018,37913,6,71,0
40986,0,35864,1,200,2199
47459,7552233,38506,1,200,2149
101184,7578865,38852,2,200,470
35470,0,35843,6,200,750
101545,7956251,38300,2,200,469.99
106900,9439490,37015,6,78,0
20153,0,31856,6,200,650
24111,3563839,38904,1,200,1699
22333,0,32804,1,200,1599
42548,7554576,38608,6,200,1800
30698,0,32934,6,98,0
24170,0,33628,6,200,650
38466,5512572,37792,6,200,1250
20818,0,32206,6,200,650
26276,3187285,37675,6,200,1250
14579,0,31232,4,82,0
17530,0,31025,1,82,0
30910,0,33572,6,76,0
24218,0,33975,6,200,1350
44207,0,35142,6,200,1599
28097,0,32754,4,71,0
38322,0,34693,6,200,1350
26805,3671521,38576,6,200,750
18537,0,34695,6,76,0
37054,0,35010,1,200,1699
24665,0,34925,1,200,1599
20405,0,33907,1,200,1699
100097,6510743,36530,2,200,599
105557,9956078,38743,2,200,550
46660,7008819,37464,1,200,2299
18116,0,32076,6,200,650
26835,3181614,38112,6,78,0
29877,0,33662,6,76,0
42726,0,36392,6,200,1250
20755,0,35414,6,98,0
42230,6798881,37167,6,200,1250
25443,0,33076,1,200,1599
14622,0,31176,1,82,0
19538,0,32556,1,200,1599
32146,0,35143,6,78,0
31773,0,34109,6,200,1100
32579,0,34699,6,71,0
32563,0,35654,6,76,0
13570,0,31870,1,200,949
24068,0,32700,1,200,1699
19641,0,31584,6,76,0
30970,4946955,36532,6,200,1000
39187,6952306,37634,6,98,0
20766,0,33416,6,200,750
25886,0,34264,6,200,1250
46190,0,36159,6,76,0
101855,8201148,37895,6,98,0
25275,0,32327,6,200,650
18591,0,31889,6,78,0
26572,0,33623,6,200,850
31547,3984185,36639,6,200,1200
33309,0,33254,6,200,650
31599,0,34580,6,200,750
31285,6439318,37477,6,78,0
102996,8948782,38372,6,200,1250
41214,0,35439,6,76,0
34333,0,36033,6,81,0
37432,0,35219,6,76,0
35620,0,34523,6,200,1000
23387,0,33114,6,78,0
30777,0,34430,6,200,1000
100043,7379114,38793,2,200,550
3667,0,30974,1,82,0
17128,0,34276,1,200,2199
45685,6701285,37804,1,200,949
34590,0,36073,6,200,1250
27072,0,34920,6,71,0
29403,0,34930,6,78,0
18331,0,31949,1,200,1699
26829,7637025,37986,6,76,0
2617,0,35335,6,76,0
40459,0,34986,6,200,1949
36311,0,35448,1,200,2199
20720,0,33427,1,200,1599
100045,0,4,1,200,469
22198,0,33240,6,200,650
22833,0,32442,6,78,0
27485,0,35958,6,98,0
31936,0,34144,6,200,1100
23775,0,32484,6,200,1800
18451,0,32402,1,200,949
17092,0,32118,1,200,2299
22258,0,33527,6,71,0
35097,0,34457,6,200,1350
16601,0,32095,1,200,1699
28261,0,36037,1,200,949
38095,0,36317,6,200,1800
13701,0,32136,1,200,1599
41415,0,33186,6,200,850
15462,0,35799,6,76,0
23053,0,36217,6,200,850
36147,5974236,36386,6,200,1000
32832,0,35683,1,200,1799
30261,5638007,37593,6,200,1250
24670,0,36455,6,200,1200
24572,3409290,37966,6,98,0
17354,0,31081,1,82,0
16847,0,31323,6,82,0
26916,5110649,36492,6,76,0
33794,0,34220,6,200,750
104188,8703256,38524,6,76,0
106423,8944890,38221,6,71,0
44137,6440206,37155,6,200,1350
19733,0,31481,6,82,0
33560,0,34738,6,200,750
38887,6833235,37436,6,76,0
32198,0,34755,6,200,750
30286,5323948,37087,6,200,1100
32854,0,34086,6,76,0
40944,0,36398,6,200,750
47276,7236999,38740,6,98,0
23768,0,32740,6,76,0
29132,0,34672,6,76,0
26538,3602922,36477,1,200,949
26438,3401899,38593,1,200,949
47021,8229707,37894,6,71,0
41879,6391567,37717,1,200,2199
27019,0,34619,1,200,1699
29045,0,35774,6,78,0
103021,0,35697,6,200,750
35828,0,34414,6,98,0
31440,0,32148,6,200,1100
26300,2997553,38382,6,200,1200
23114,4035913,38434,1,200,2149
102320,11446825,38633,6,200,1200
16589,0,31860,6,76,0
20071,0,31305,3,82,0
13531,0,31082,4,82,0
44189,7388252,36627,6,78,0
35768,0,36308,6,98,0
16665,0,35328,1,200,1799
41943,6813342,36688,6,81,0
35195,7233759,36550,6,81,0
14622,0,31256,4,82,0
18838,0,31444,6,82,0
4316,0,31104,6,82,0
103916,10101076,38455,6,71,0
37675,0,36273,6,76,0
19196,0,34909,6,200,1200
19775,0,31223,4,82,0
101558,7723320,37371,6,76,0
18177,0,31858,6,76,0
20330,0,34964,6,200,1350
27308,3933228,38274,1,200,1799
4480,0,32758,1,200,1599
35437,0,35407,6,78,0
44703,6918469,38870,6,200,650
4215,0,35873,1,200,949
21792,0,32179,6,200,1250
41850,5851552,36654,6,78,0
29759,0,32859,6,200,1250
102229,7819184,37711,6,76,0
38812,0,34067,6,78,0
22908,2621751,37692,6,200,650
19595,0,32657,1,200,1799
32017,0,35100,3,200,2199
16118,0,31143,3,82,0
28985,0,33253,6,200,750
46667,6900324,36563,6,71,0
23561,0,32836,6,78,0
31628,0,36070,6,71,0
100912,7442736,38862,2,200,660
23473,8781977,38147,6,78,0
19265,0,33221,1,200,2199
32338,0,35210,6,200,1000
28153,0,34945,6,96,0
46589,6904197,37397,6,98,0
29186,9444973,38139,6,200,1000
32757,7438990,36967,6,200,1250
16479,0,31093,4,82,0
26600,3172009,36443,6,76,0
21132,0,31917,6,76,0
26003,0,34431,6,200,1350
22023,0,33719,6,78,0
26135,0,32743,6,78,0
17057,0,33665,1,200,2299
47895,8414123,38340,6,78,0
23586,0,32483,6,76,0
27924,6154423,36724,6,81,0
21377,2522796,37495,6,200,1800
23520,0,32420,6,200,750
21451,0,33608,6,200,1250
20051,0,31993,6,200,850
26225,0,35609,1,200,2299
15974,0,31720,1,200,2898
24168,0,33207,6,76,0
27090,0,34275,6,200,1250
45200,0,35626,6,78,0
21066,0,36346,6,76,0
19387,0,35038,6,200,1350
15248,857450,36671,1,200,2299
37523,0,36396,6,200,1699
38199,7239087,38587,6,200,1200
27482,0,35714,6,78,0
22455,0,33593,1,88,0
23670,2910030,38042,6,200,1700
14181,0,31095,3,82,0
45556,7593627,38040,6,78,0
14417,0,31019,3,82,0
34723,0,34553,1,200,1799
19380,0,31689,6,200,1250
46046,10333896,37830,6,76,0
23698,0,31862,6,81,0
34605,7107683,36651,6,78,0
28032,6595948,37757,6,200,650
22008,0,33873,6,81,0
16750,0,31502,6,82,0
35790,0,35565,6,78,0
40759,0,35861,6,76,0
1459,0,35251,1,200,2299
44151,7211498,36874,6,78,0
31787,0,34070,6,200,1200
46386,6926758,37410,6,98,0
45105,6947904,38407,6,76,0
25894,0,33435,1,200,2199
23689,0,32774,6,200,750
21124,0,34807,6,200,1000
21121,2380090,36811,6,200,1599
29741,0,34585,6,200,1350
35919,0,35419,6,76,0
19651,0,31241,3,82,0
23265,0,32322,6,200,1100
2332,0,32858,6,200,650
14705,1426219,38466,1,200,2199
105000,8778851,38849,2,200,550
31239,0,34710,6,200,850
30919,0,33777,6,200,650
21392,2137549,38364,6,76,0
22236,0,36296,6,200,1200
38120,7522555,37236,6,81,0
24602,0,32668,6,200,850
43348,0,36304,1,200,1699
21366,0,32215,6,200,1100
17156,0,31741,1,200,2799
27914,0,33765,6,78,0
28112,0,33491,6,71,0
104151,9586863,38045,6,200,1700
28124,6817085,38358,1,200,2299
34067,0,35680,6,81,0
25585,0,32423,6,200,1350
17736,4341449,38900,1,200,949
111353,11489779,38186,2,200,549.99
17910,0,33230,1,200,2199
31714,0,33521,6,71,0
41373,5639881,36539,6,78,0
33270,0,32283,6,71,0
35781,0,35881,6,76,0
102205,0,38650,2,200,470
34271,0,34702,6,71,0
24710,2905853,37973,6,200,1250
38637,0,34888,6,78,0
22323,0,34169,1,200,1599
22998,0,31991,6,200,1350
31159,4156151,38263,6,200,2899
23457,0,33937,6,71,0
33480,0,34623,6,200,650
36048,0,34608,6,76,0
26586,0,35225,6,200,1350
25692,0,34750,6,81,0
36213,0,34703,6,76,0
18493,0,31520,3,82,0
22571,0,35270,6,200,2149
23449,2751716,36562,6,200,650
28552,0,34565,6,76,0
27441,0,32919,6,98,0
24992,3115564,38814,6,81,0
31104,0,36106,6,81,0
36859,0,35476,6,200,1350
30354,0,34582,6,200,1250
24155,0,34088,6,200,1849
35139,0,35831,6,76,0
36938,0,33614,6,76,0
23274,0,32117,6,200,750
30412,0,36062,6,200,1100
19656,0,32199,6,200,1100
14417,0,31318,6,82,0
18613,0,32539,6,200,1000
34261,0,32603,6,98,0
103265,9688349,38529,6,76,0
36200,0,36126,6,76,0
18744,0,31390,6,82,0
27761,0,32559,6,76,0
38088,5010352,36787,1,200,1799
17303,0,31776,6,78,0
27943,0,35821,6,78,0
45233,7018385,37805,1,200,1799
17091,0,31748,1,200,2199
23916,0,32487,6,71,0
34209,0,33339,6,78,0
31768,4257906,38588,1,200,1599
27553,0,33651,6,200,850
28801,0,32823,6,200,900
30915,0,35500,6,200,850
38300,0,34865,6,200,650
102276,8016159,37090,6,71,0
25625,0,35876,6,200,1200
30094,4487101,38745,6,200,750
25555,0,34429,6,200,1350
19531,0,31650,6,76,0
30022,0,35545,6,76,0
17474,0,31965,6,200,1949
24826,6687357,36553,6,200,650
37452,0,36014,6,200,1000
100122,7879853,37807,2,200,659.99
17175,0,33393,1,200,2149
14884,0,31411,3,82,0
14909,0,31244,3,82,0
19866,0,32909,1,200,650
38723,0,34960,6,78,0
30693,0,35134,1,200,2898
23227,2702844,38773,6,200,1200
35930,0,32547,6,200,850
33037,4382543,37273,6,200,1000
45310,6637720,36411,1,200,2299
29125,0,33669,6,200,1250
45164,6560779,36885,6,200,1350
102296,8397784,37523,6,200,1200
31075,0,33697,6,200,1200
21930,0,32278,6,76,0
16624,0,31647,1,200,1699
31662,0,32372,3,200,1599
23916,0,32086,6,71,0
39311,8194257,38251,6,96,0
25588,0,33828,6,200,650
33879,0,36144,6,200,650
44179,6892753,36856,6,200,1200
30053,0,36268,1,200,2149
38055,5488254,36848,6,71,0
39770,0,34745,6,78,0
103067,8397850,37133,6,78,0
31541,7216397,37320,6,200,750
105416,0,35800,6,96,0
34500,5876278,36533,6,200,850
39713,0,36312,6,200,1200
47604,9542817,38132,6,81,0
26912,3591501,38034,6,200,1350
27526,0,36094,6,200,900
30661,0,33265,6,98,0
24962,0,33533,6,200,1250
39061,0,36188,6,96,0
40782,0,34997,6,200,1350
40082,0,36389,6,200,1250
31898,0,35223,6,200,1000
45948,7899442,37169,6,81,0
